Authors,Title,Year,DOI,Link,Affiliations,Authors with affiliations,Correspondence Address, ,article #,First Author Affiliation,first_region,first_income,Corr. Author Affiliation,,Include paper? (Y or N),"If No, why (e.g. correction, review, simulated data, previously published)",Data Country 1 (leave blank if none),Region1,Income1,Data Country 2,Data Country 3,Data Country 4,Data Country 5,Data Country 6,Data Country 7,Data Country 8,Data Country 9,Your name
"Schick R.S., Roberts J.J., Eckert S.A., Halpin P.N., Bailey H., Chai F., Shi L., Clark J.S.",Pelagic movements of pacific leatherback turtles (dermochelys coriacea) highlight the role of prey and ocean currents,2013,10.1186/2051-3933-1-11,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84984915999&doi=10.1186%2f2051-3933-1-11&partnerID=40&md5=e4fe97579d5e34da03d5643ebcd7e528,"Duke University, Nicholas School of the Environment and Earth Sciences, Duke University, Durham, NC  27708, United States; University of St. Andrews, Centre for Research into Ecological and 808 Environmental Modelling, The Observatory Buchanan Gardens, St. Andrews, Scotland, Fife, KY16 9LZ, United Kingdom; Wider Caribbean Sea Turtle Conservation Network (WIDECAST), 1348 Rusticview Drive, Ballwin, MO  63011, United States; Principia College, Department of Biology and Natural Resources, Elsah, IL  62028, United States; University of Maryland, Chesapeake Biological Laboratory, Solomons, MD  20688, United States; University of Maine, School of Marine Sciences, Orono, ME  04469, United States","Schick, R.S., Duke University, Nicholas School of the Environment and Earth Sciences, Duke University, Durham, NC  27708, United States, University of St. Andrews, Centre for Research into Ecological and 808 Environmental Modelling, The Observatory Buchanan Gardens, St. Andrews, Scotland, Fife, KY16 9LZ, United Kingdom; Roberts, J.J., Duke University, Nicholas School of the Environment and Earth Sciences, Duke University, Durham, NC  27708, United States; Eckert, S.A., Wider Caribbean Sea Turtle Conservation Network (WIDECAST), 1348 Rusticview Drive, Ballwin, MO  63011, United States, Principia College, Department of Biology and Natural Resources, Elsah, IL  62028, United States; Halpin, P.N., Duke University, Nicholas School of the Environment and Earth Sciences, Duke University, Durham, NC  27708, United States; Bailey, H., University of Maryland, Chesapeake Biological Laboratory, Solomons, MD  20688, United States; Chai, F., University of Maine, School of Marine Sciences, Orono, ME  04469, United States; Shi, L., University of Maine, School of Marine Sciences, Orono, ME  04469, United States; Clark, J.S., Duke University, Nicholas School of the Environment and Earth Sciences, Duke University, Durham, NC  27708, United States","Schick, R.S.; Duke University, United States; email: rss5@st-andrews.ac.uk", ,11,United States,North_America,High,United States,,Y,,Mexico ,Latin_America_Caribbean,Upper_Middle,,,,,,,,,Mitchell Serota
"Cushman S.A., Lewis J.S., Landguth E.L.",Evaluating the intersection of a regional wildlife connectivity network with highways,2013,10.1186/2051-3933-1-12,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011710880&doi=10.1186%2f2051-3933-1-12&partnerID=40&md5=5e397d4fbfc876b6528316dda328ffaa,"Rocky Mountain Research Station, U.S. Forest Service, 2500 S Pine Knoll Dr., Flagstaff, AZ  86001, United States; Colorado State University, Graduate Degree Program in Ecology, Department of Fish, Wildlife, and Conservation Biology, Fort Collins, CO, 80523, United States; University of Montana, Division of Biological Sciences, Missoula, MT, 59812, United States","Cushman, S.A., Rocky Mountain Research Station, U.S. Forest Service, 2500 S Pine Knoll Dr., Flagstaff, AZ  86001, United States; Lewis, J.S., Colorado State University, Graduate Degree Program in Ecology, Department of Fish, Wildlife, and Conservation Biology, Fort Collins, CO, 80523, United States; Landguth, E.L., University of Montana, Division of Biological Sciences, Missoula, MT, 59812, United States","Cushman, S.A.; Rocky Mountain Research Station, 2500 S Pine Knoll Dr., United States; email: scushman@fs.fed.us", ,12,United States,North_America,High,United States,,Y,,United States,North_America,High,,,,,,,,,Mitchell Serota
"Polansky L., Douglas-Hamilton I., Wittemyer G.",Using diel movement behavior to infer foraging strategies related to ecological and social factors in elephants,2013,10.1186/2051-3933-1-13,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924132684&doi=10.1186%2f2051-3933-1-13&partnerID=40&md5=445193c7b07e502e7abe0d60ea4872e5,"Colorado State University, Department of Fish, Wildlife, and Conservation Biology, Ft. Collins, Colorado, 80523-1474, United States; Save the Elephants, P.O. Box 54667, Nairobi, Kenya; University of Oxford, Department of Zoology, University of Oxford, South Parks Road, Oxford, OX1 3PS, United Kingdom; Colorado State University, Graduate Degree Program in Ecology, Ft. Collins, Colorado, 80523-1474, United States","Polansky, L., Colorado State University, Department of Fish, Wildlife, and Conservation Biology, Ft. Collins, Colorado, 80523-1474, United States; Douglas-Hamilton, I., Save the Elephants, P.O. Box 54667, Nairobi, Kenya, University of Oxford, Department of Zoology, University of Oxford, South Parks Road, Oxford, OX1 3PS, United Kingdom; Wittemyer, G., Colorado State University, Department of Fish, Wildlife, and Conservation Biology, Ft. Collins, Colorado, 80523-1474, United States, Save the Elephants, P.O. Box 54667, Nairobi, Kenya, Colorado State University, Graduate Degree Program in Ecology, Ft. Collins, Colorado, 80523-1474, United States","Polansky, L.; Colorado State University, Ft. Collins, United States; email: leopolansky@gmail.com", ,13,United States,North_America,High,United States,,Y,,Kenya,Sub-Saharan_Africa,Lower_Middle,,,,,,,,,Mitchell Serota
Parry H.R.,Cereal aphid movement: General principles and simulation modelling,2013,10.1186/2051-3933-1-14,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013460147&doi=10.1186%2f2051-3933-1-14&partnerID=40&md5=a7f22647afe16213fe67b760fed5a661,"CSIRO Ecosystem Sciences, GPO Box 2583, Brisbane, QLD  4001, Australia","Parry, H.R., CSIRO Ecosystem Sciences, GPO Box 2583, Brisbane, QLD  4001, Australia","Parry, H.R.; CSIRO Ecosystem Sciences, GPO Box 2583, Australia; email: hazel.parry@csiro.au", ,14,Australia,East_Asia_Pacific,High,Australia,,N,review,,,,,,,,,,,,Mitchell Serota
"Shamoun-Baranes J., Alves J.A., Bauer S., Dokter A.M., Hüppop O., Koistinen J., Leijnse H., Liechti F., Gasteren H., Chapman J.W.",Continental-scale radar monitoring of the aerial movements of animals,2014,10.1186/2051-3933-2-9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922642538&doi=10.1186%2f2051-3933-2-9&partnerID=40&md5=408fc4ab527b3ab6a0a79677f7a483e0,"Computational Geo-Ecology, IBED, University of Amsterdam, Amsterdam, Netherlands; CESAM, University of Aveiro, Campus de Santiago, Aveiro, 3810-193, Portugal; South Iceland Research Centre, University of Iceland, Selfoss, IS-800, Iceland; Swiss Ornithological Institute, Sempach, Switzerland; Centre for Avian Migration and Demography and Department of Animal Ecology, Netherlands Institute of Ecology (NIOO-KNAW), Wageningen, Netherlands; Institute of Avian Research 'Vogelwarte Helgoland', Wilhelmshaven, Germany; Finnish Meteorological Institute, Helsinki, Finland; Royal Netherlands Meteorological Institute (KNMI), De Bilt, Netherlands; Air Force Command, Royal Netherlands Air Force, Utrecht, Netherlands; Department of AgroEcology, Rothamsted Research, Harpenden, United Kingdom; Environment and Sustainability Institute, University of Exeter, Cornwall, United Kingdom","Shamoun-Baranes, J., Computational Geo-Ecology, IBED, University of Amsterdam, Amsterdam, Netherlands; Alves, J.A., CESAM, University of Aveiro, Campus de Santiago, Aveiro, 3810-193, Portugal, South Iceland Research Centre, University of Iceland, Selfoss, IS-800, Iceland; Bauer, S., Swiss Ornithological Institute, Sempach, Switzerland; Dokter, A.M., Computational Geo-Ecology, IBED, University of Amsterdam, Amsterdam, Netherlands, Centre for Avian Migration and Demography and Department of Animal Ecology, Netherlands Institute of Ecology (NIOO-KNAW), Wageningen, Netherlands; Hüppop, O., Institute of Avian Research 'Vogelwarte Helgoland', Wilhelmshaven, Germany; Koistinen, J., Finnish Meteorological Institute, Helsinki, Finland; Leijnse, H., Royal Netherlands Meteorological Institute (KNMI), De Bilt, Netherlands; Liechti, F., Swiss Ornithological Institute, Sempach, Switzerland; Gasteren, H., Computational Geo-Ecology, IBED, University of Amsterdam, Amsterdam, Netherlands, Air Force Command, Royal Netherlands Air Force, Utrecht, Netherlands; Chapman, J.W., Department of AgroEcology, Rothamsted Research, Harpenden, United Kingdom, Environment and Sustainability Institute, University of Exeter, Cornwall, United Kingdom","Shamoun-Baranes, J.; Computational Geo-Ecology, Netherlands; email: shamoun@uva.nl", ,15,Netherlands,Europe_Central_Asia,High,Netherlands,,N,review,,,,,,,,,,,,Mitchell Serota
"Zeigler S.L., Fagan W.F.",Transient windows for connectivity in a changing world,2014,10.1186/2051-3933-2-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926355450&doi=10.1186%2f2051-3933-2-1&partnerID=40&md5=2fff6418818d832e06d00dda4ad95ffa,"Department of Biological Sciences, Virginia Tech, Blacksburg, VA  24060, United States; Department of Biology, University of Maryland, College Park, MD  20742, United States","Zeigler, S.L., Department of Biological Sciences, Virginia Tech, Blacksburg, VA  24060, United States; Fagan, W.F., Department of Biology, University of Maryland, College Park, MD  20742, United States","Zeigler, S.L.; Department of Biological Sciences, United States; email: szeigler23@gmail.com", ,16,United States,North_America,High,United States,,N,review,,,,,,,,,,,,Mitchell Serota
"Thompson P.G., Smouse P.E., Scofield D.G., Sork V.L.",What seeds tell us about birds: A multi-year analysis of acorn woodpecker foraging movements,2014,10.1186/2051-3933-2-12,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939445671&doi=10.1186%2f2051-3933-2-12&partnerID=40&md5=d1b59ad33f99c84c80995c5061e224f1,"Department of Ecology and Evolutionary Biology, University of California Los Angeles, Los Angeles, CA  90095-7239, United States; Department of Ecology, Evolution and Natural Resources, Cook College, Rutgers University New Brunswick, Brunswick, NJ  08901-8551, United States; Department of Evolutionary Biology, Evolutionary Biology Centre, Uppsala University, Uppsala, SE-75236, Sweden; Institute of the Environment and Sustainability, University of California Los Angeles, Los Angeles, CA  90095-1496, United States","Thompson, P.G., Department of Ecology and Evolutionary Biology, University of California Los Angeles, Los Angeles, CA  90095-7239, United States; Smouse, P.E., Department of Ecology, Evolution and Natural Resources, Cook College, Rutgers University New Brunswick, Brunswick, NJ  08901-8551, United States; Scofield, D.G., Department of Ecology and Evolutionary Biology, University of California Los Angeles, Los Angeles, CA  90095-7239, United States, Department of Evolutionary Biology, Evolutionary Biology Centre, Uppsala University, Uppsala, SE-75236, Sweden; Sork, V.L., Department of Ecology and Evolutionary Biology, University of California Los Angeles, Los Angeles, CA  90095-7239, United States, Institute of the Environment and Sustainability, University of California Los Angeles, Los Angeles, CA  90095-1496, United States","Sork, V.L.; Department of Ecology and Evolutionary Biology, United States; email: vlsork@ucla.edu", ,17,United States,North_America,High,United States,,Y,,United States,North_America,High,,,,,,,,,Mitchell Serota
"Bohrer G., Beck P.S.A., Ngene S.M., Skidmore A.K., Douglas-Hamilton I.",Elephant movement closely tracks precipitation-driven vegetation dynamics in a Kenyan forest-savanna landscape,2014,10.1186/2051-3933-2-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907584906&doi=10.1186%2f2051-3933-2-2&partnerID=40&md5=6cb3af91e0a3b8954964a5ac21d83b20,"Environmental and Geodetic Engineering, The Ohio State University, Department of Civil, 2070 Neil Ave., Columbus, OH  43210, United States; Woods Hole Research Center, 149 Woods Hole Road, Falmouth, MA  02540-1644, United States; Meru National Park, Kenya Wildlife Service, P.O. Box 11, Maua, Kenya; International Institute of Geo-information Science and Earth Observation, Hengelosestraat 99, P.O. Box 6, AA Enschede, 7500, Netherlands; Save the Elephant Trust, P.O. Box 54667, Nairobi, 00200, Kenya","Bohrer, G., Environmental and Geodetic Engineering, The Ohio State University, Department of Civil, 2070 Neil Ave., Columbus, OH  43210, United States; Beck, P.S.A., Woods Hole Research Center, 149 Woods Hole Road, Falmouth, MA  02540-1644, United States; Ngene, S.M., Meru National Park, Kenya Wildlife Service, P.O. Box 11, Maua, Kenya; Skidmore, A.K., International Institute of Geo-information Science and Earth Observation, Hengelosestraat 99, P.O. Box 6, AA Enschede, 7500, Netherlands; Douglas-Hamilton, I., Save the Elephant Trust, P.O. Box 54667, Nairobi, 00200, Kenya","Bohrer, G.; Environmental and Geodetic Engineering, 2070 Neil Ave., United States; email: bohrer.17@osu.edu", ,18,United States,North_America,High,United States,,Y,,Kenya,Sub-Saharan_Africa,Lower_Middle,,,,,,,,,Mitchell Serota
"Jacobs L.F., Menzel R.",Navigation outside of the box: What the lab can learn from the field and what the field can learn from the lab,2014,10.1186/2051-3933-2-3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014857886&doi=10.1186%2f2051-3933-2-3&partnerID=40&md5=0b4a3896f7c7038bd398676c51827317,"University of California, Department of Psychology, Mailcode 1650, Berkeley, CA  94520-1650, United States; Freie Universität, Institut für Biologie, Königin-Luise-Strasse 28/30, Berlin, 14195, Germany","Jacobs, L.F., University of California, Department of Psychology, Mailcode 1650, Berkeley, CA  94520-1650, United States; Menzel, R., Freie Universität, Institut für Biologie, Königin-Luise-Strasse 28/30, Berlin, 14195, Germany","Jacobs, L.F.; University of California, Mailcode 1650, United States; email: jacobs@berkeley.edu", ,19,United States,North_America,High,United States,,N,review,,,,,,,,,,,,Mitchell Serota
"Thurfjell H., Ciuti S., Boyce M.S.",Applications of step-selection functions in ecology and conservation,2014,10.1186/2051-3933-2-4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901445809&doi=10.1186%2f2051-3933-2-4&partnerID=40&md5=9a5f3858287b2d848f2265f2e017398e,"University of Alberta, Department of Biological Sciences, Edmonton, AB  T6G 2E9, Canada; University of Freiburg, Department of Biometry and Environmental System Analysis, Freiburg, 79106, Germany","Thurfjell, H., University of Alberta, Department of Biological Sciences, Edmonton, AB  T6G 2E9, Canada; Ciuti, S., University of Alberta, Department of Biological Sciences, Edmonton, AB  T6G 2E9, Canada, University of Freiburg, Department of Biometry and Environmental System Analysis, Freiburg, 79106, Germany; Boyce, M.S., University of Alberta, Department of Biological Sciences, Edmonton, AB  T6G 2E9, Canada","Thurfjell, H.; University of Alberta, Canada; email: thurfjel@ualberta.ca", ,20,Canada,North_America,High,Canada,,N,review,,,,,,,,,,,,Mitchell Serota
"Kranstauber B., Safi K., Bartumeus F.",Bivariate Gaussian bridges: Directional factorization of diffusion in Brownian bridge models,2014,10.1186/2051-3933-2-5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84933278747&doi=10.1186%2f2051-3933-2-5&partnerID=40&md5=d6e592ece3c1b5d379b3d79fd3068ca9,"Max Planck Institute for Ornithology, Department for Migration and Immuno-ecology, Radolfzell, Germany; University of Konstanz, Department of Biology, Konstanz, Germany; ICREA-Movement Ecology Lab (CEAB-CSIC), Girona, Spain; Centre for Ecological Research and Forestry Applications (CREAF), Barcelona, Spain","Kranstauber, B., Max Planck Institute for Ornithology, Department for Migration and Immuno-ecology, Radolfzell, Germany, University of Konstanz, Department of Biology, Konstanz, Germany; Safi, K., Max Planck Institute for Ornithology, Department for Migration and Immuno-ecology, Radolfzell, Germany, University of Konstanz, Department of Biology, Konstanz, Germany; Bartumeus, F., ICREA-Movement Ecology Lab (CEAB-CSIC), Girona, Spain, Centre for Ecological Research and Forestry Applications (CREAF), Barcelona, Spain","Kranstauber, B.; Max Planck Institute for Ornithology, Germany; email: kranstauber@orn.mpg.de", ,21,Germany,Europe_Central_Asia,High,Germany,,N,simulated data,,,,,,,,,,,,Mitchell Serota
"Bom R.A., Bouten W., Piersma T., Oosterbeek K., van Gils J.A.",Optimizing acceleration-based ethograms: The use of variable-time versus fixed-time segmentation,2014,10.1186/2051-3933-2-6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962416682&doi=10.1186%2f2051-3933-2-6&partnerID=40&md5=008f20cc0a53a0aa033edf38ca687efa,"Royal Netherlands Institute for Sea Research (NIOZ), Department of Marine Ecology, 1790 AB Den Burg, P.O. Box 59, Texel, Netherlands; University of Amsterdam, Computational Geo-Ecology, Institute for Biodiversity and Ecosystem Dynamics (IBED), P.O. Box 94248, Amsterdam, 1090 GE, Netherlands; University of Groningen, Chair in Global Flyway Ecology, Animal Ecology Group, Centre for Ecological and Evolutionary Studies, PO Box 11103, Groningen, 9700 CC, Netherlands; SOVON Dutch Centre for Field Ornithology, Coastal Ecology Team, 1790 AB Den Burg, Texel, Netherlands","Bom, R.A., Royal Netherlands Institute for Sea Research (NIOZ), Department of Marine Ecology, 1790 AB Den Burg, P.O. Box 59, Texel, Netherlands; Bouten, W., University of Amsterdam, Computational Geo-Ecology, Institute for Biodiversity and Ecosystem Dynamics (IBED), P.O. Box 94248, Amsterdam, 1090 GE, Netherlands; Piersma, T., Royal Netherlands Institute for Sea Research (NIOZ), Department of Marine Ecology, 1790 AB Den Burg, P.O. Box 59, Texel, Netherlands, University of Groningen, Chair in Global Flyway Ecology, Animal Ecology Group, Centre for Ecological and Evolutionary Studies, PO Box 11103, Groningen, 9700 CC, Netherlands; Oosterbeek, K., SOVON Dutch Centre for Field Ornithology, Coastal Ecology Team, 1790 AB Den Burg, Texel, Netherlands; van Gils, J.A., Royal Netherlands Institute for Sea Research (NIOZ), Department of Marine Ecology, 1790 AB Den Burg, P.O. Box 59, Texel, Netherlands","Bom, R.A.; Royal Netherlands Institute for Sea Research (NIOZ), 1790 AB Den Burg, P.O. Box 59, Netherlands; email: Roeland.Bom@nioz.nl", ,22,Netherlands,Europe_Central_Asia,High,Netherlands,,Y,,Oman,Middle_East_North_Africa,High,,,,,,,,,Mitchell Serota
"Thompson S.E., Assouline S., Chen L., Trahktenbrot A., Svoray T., Katul G.G.",Secondary dispersal driven by overland flow in drylands: Review and mechanistic model development,2014,10.1186/2051-3933-2-7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992315752&doi=10.1186%2f2051-3933-2-7&partnerID=40&md5=6637c39646c8b26b988eb24d0d94f7da,"UC Berkeley, Department of Civil and Environmental Engineering, 661 Davis Hall, Berkeley, CA  94720, United States; A R O - Volcani Center, Soil, Water and Environmental Sciences, Bet Dagan, 50250, Israel; Desert Research Center, Division of Hydrologic Sciences, Las Vegas, NV  89119, United States; Duke University, Nicholas School of the Environment, Box 90328, Durham, NC  27708, United States; Ben-Gurion University of the Negev, Geography and Environmental Development, Be'er Sheva, Israel; Duke University, Pratt School of Engineering, Durham, NC  27708, United States","Thompson, S.E., UC Berkeley, Department of Civil and Environmental Engineering, 661 Davis Hall, Berkeley, CA  94720, United States; Assouline, S., A R O - Volcani Center, Soil, Water and Environmental Sciences, Bet Dagan, 50250, Israel; Chen, L., Desert Research Center, Division of Hydrologic Sciences, Las Vegas, NV  89119, United States; Trahktenbrot, A., Duke University, Nicholas School of the Environment, Box 90328, Durham, NC  27708, United States; Svoray, T., Ben-Gurion University of the Negev, Geography and Environmental Development, Be'er Sheva, Israel; Katul, G.G., Duke University, Nicholas School of the Environment, Box 90328, Durham, NC  27708, United States, Duke University, Pratt School of Engineering, Durham, NC  27708, United States","Thompson, S.E.; UC Berkeley, 661 Davis Hall, United States; email: sally.thompson@berkeley.edu", ,23,United States,North_America,High,United States,,N,review,,,,,,,,,,,,Mitchell Serota
"Louzao M., Wiegand T., Bartumeus F., Weimerskirch H.",Coupling instantaneous energy-budget models and behavioural mode analysis to estimate optimal foraging strategy: An example with wandering albatrosses,2014,10.1186/2051-3933-2-8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924155309&doi=10.1186%2f2051-3933-2-8&partnerID=40&md5=b954cf72d57b7d71fbf8c814836155ea,"UFZ-Helmholtz Centre for Environmental Research, Permoserstrasse 15, Leipzig, 04318, Germany; UMR 7372 CNRS - Université de la Rochelle, Centre d'Etudes Biologiques de Chizé, Villiers en Bois, 79369, France; Instituto Español de Oceanografía, CO Xixón, Camín de l'Arbeyal s/n, Xixón, 33212, Spain; ICREA-Movement Ecology Laboratory (CEAB-CSIC), Accés Cala St. Francesc 14, Blanes, 17300, Spain; CREAF, Cerdanyola del Vallès, Barcelona, 08193, Spain","Louzao, M., UFZ-Helmholtz Centre for Environmental Research, Permoserstrasse 15, Leipzig, 04318, Germany, UMR 7372 CNRS - Université de la Rochelle, Centre d'Etudes Biologiques de Chizé, Villiers en Bois, 79369, France, Instituto Español de Oceanografía, CO Xixón, Camín de l'Arbeyal s/n, Xixón, 33212, Spain; Wiegand, T., UFZ-Helmholtz Centre for Environmental Research, Permoserstrasse 15, Leipzig, 04318, Germany; Bartumeus, F., ICREA-Movement Ecology Laboratory (CEAB-CSIC), Accés Cala St. Francesc 14, Blanes, 17300, Spain, CREAF, Cerdanyola del Vallès, Barcelona, 08193, Spain; Weimerskirch, H., UMR 7372 CNRS - Université de la Rochelle, Centre d'Etudes Biologiques de Chizé, Villiers en Bois, 79369, France","Louzao, M.; UFZ-Helmholtz Centre for Environmental Research, Permoserstrasse 15, Germany; email: maite.louzao@gmail.com", ,24,Germany,Europe_Central_Asia,High,Germany,,Y,,France,Europe_Central_Asia,High,,,,,,,,,Mitchell Serota
